AppOpenings,Quarter,Registered Users,State,Year
459826734.0,3,19127440.0,tamil-nadu,2021
685861440.0,4,20433142.0,tamil-nadu,2021
638490275.0,1,21667020.0,tamil-nadu,2022
740265406.0,2,22829720.0,tamil-nadu,2022
866738343.0,3,24019964.0,tamil-nadu,2022
1229187623.0,4,25136112.0,tamil-nadu,2022
0.0,1,3315560.0,telangana,2018
0.0,2,4260115.0,telangana,2018
0.0,3,5138501.0,telangana,2018
0.0,4,6529679.0,telangana,2018
0.0,1,7963425.0,telangana,2019
80842302.0,2,9046007.0,telangana,2019
318124511.0,3,10090557.0,telangana,2019
399239044.0,4,11220691.0,telangana,2019
454723816.0,1,12306860.0,telangana,2020
367130505.0,2,13378191.0,telangana,2020
527781925.0,3,14590882.0,telangana,2020
764614235.0,4,15927797.0,telangana,2020
920040042.0,1,17149069.0,telangana,2021
905317692.0,2,18306880.0,telangana,2021
1107529197.0,3,19615278.0,telangana,2021
1407599392.0,4,20917649.0,telangana,2021
1168864524.0,1,22150612.0,telangana,2022
1276259370.0,2,23314363.0,telangana,2022
1255597644.0,3,24506111.0,telangana,2022
1731228513.0,4,25656381.0,telangana,2022
0.0,1,55157.0,tripura,2018
0.0,2,83369.0,tripura,2018
0.0,3,116874.0,tripura,2018
0.0,4,153265.0,tripura,2018
0.0,1,183254.0,tripura,2019
953627.0,2,217644.0,tripura,2019
3350991.0,3,245456.0,tripura,2019
3610807.0,4,272298.0,tripura,2019
4063223.0,1,299962.0,tripura,2020
4443221.0,2,336666.0,tripura,2020
5777908.0,3,376731.0,tripura,2020
6017249.0,4,409110.0,tripura,2020
6009660.0,1,439636.0,tripura,2021
9500881.0,2,472153.0,tripura,2021
12279146.0,3,509929.0,tripura,2021
10728702.0,4,546292.0,tripura,2021
19322963.0,1,582124.0,tripura,2022
21343111.0,2,615782.0,tripura,2022
24123569.0,3,649143.0,tripura,2022
16107610.0,4,678741.0,tripura,2022
0.0,1,4694250.0,uttar-pradesh,2018
0.0,2,6442554.0,uttar-pradesh,2018
0.0,3,8096483.0,uttar-pradesh,2018
0.0,4,10341964.0,uttar-pradesh,2018
0.0,1,12458661.0,uttar-pradesh,2019
78394040.0,2,14316349.0,uttar-pradesh,2019
268142606.0,3,16044607.0,uttar-pradesh,2019
324068625.0,4,17949542.0,uttar-pradesh,2019
374282083.0,1,20136256.0,uttar-pradesh,2020
383703534.0,2,22498519.0,uttar-pradesh,2020
450784508.0,3,24838116.0,uttar-pradesh,2020
552220798.0,4,27249134.0,uttar-pradesh,2020
639718324.0,1,29482075.0,uttar-pradesh,2021
673598864.0,2,31651894.0,uttar-pradesh,2021
803890116.0,3,34151882.0,uttar-pradesh,2021
1175923794.0,4,36617655.0,uttar-pradesh,2021
836926025.0,1,38999692.0,uttar-pradesh,2022
947480495.0,2,41247289.0,uttar-pradesh,2022
1035702397.0,3,43537920.0,uttar-pradesh,2022
1682003791.0,4,45648650.0,uttar-pradesh,2022
0.0,1,483043.0,uttarakhand,2018
0.0,2,649142.0,uttarakhand,2018
0.0,3,810612.0,uttarakhand,2018
0.0,4,1012103.0,uttarakhand,2018
0.0,1,1224955.0,uttarakhand,2019
7454279.0,2,1414339.0,uttarakhand,2019
24660988.0,3,1585859.0,uttarakhand,2019
28853867.0,4,1752677.0,uttarakhand,2019
32631265.0,1,1943606.0,uttarakhand,2020
31074793.0,2,2148567.0,uttarakhand,2020
40377348.0,3,2365438.0,uttarakhand,2020
52564888.0,4,2596244.0,uttarakhand,2020
59282260.0,1,2802122.0,uttarakhand,2021
78380036.0,2,3004040.0,uttarakhand,2021
90886530.0,3,3233509.0,uttarakhand,2021
110928354.0,4,3460015.0,uttarakhand,2021
115224382.0,1,3674829.0,uttarakhand,2022
156465685.0,2,3877056.0,uttarakhand,2022
152803850.0,3,4081976.0,uttarakhand,2022
160685547.0,4,4272049.0,uttarakhand,2022
0.0,1,2604789.0,west-bengal,2018
0.0,2,3833795.0,west-bengal,2018
0.0,3,4851740.0,west-bengal,2018
0.0,4,6279278.0,west-bengal,2018
0.0,1,7449425.0,west-bengal,2019
49514201.0,2,8612795.0,west-bengal,2019
176559011.0,3,9643222.0,west-bengal,2019
244326613.0,4,10885058.0,west-bengal,2019
207068218.0,1,11960822.0,west-bengal,2020
198589332.0,2,13222022.0,west-bengal,2020
246554831.0,3,14448366.0,west-bengal,2020
291721919.0,4,15662093.0,west-bengal,2020
316832674.0,1,16808799.0,west-bengal,2021
275341466.0,2,17979979.0,west-bengal,2021
348588666.0,3,19323278.0,west-bengal,2021
512335839.0,4,20644527.0,west-bengal,2021
236131065.0,1,21919787.0,west-bengal,2022
250276369.0,2,23124388.0,west-bengal,2022
256445748.0,3,24372048.0,west-bengal,2022
678066327.0,4,25536381.0,west-bengal,2022
